,行政区,街区,小区,经度,纬度,,,
689,虹口,江湾镇,梅福花苑,121.4722291,31.31163657,,,
1465,宝山,大场镇,乾溪新村,121.41722,31.311267,,,
411,杨浦,五角场,财大小区,121.5132419,31.31119092,,,
859,宝山,上大,保利熙悦名邸,121.378739,31.31054288,,,
543,静安,永和,幸福第一公寓,121.4496037,31.31036609,,,
2587,嘉定,南翔,上海西环中心星信名邸,121.3093555,31.31022387,,,
391,静安,永和,幸福新苑,121.452853,31.30985087,,,
1017,嘉定,南翔,玉宏星天地,121.334081,31.30983991,,,
1511,静安,永和,东寅公寓,121.4387408,31.3097705,,,
1829,杨浦,黄兴公园,兰花教师公寓,121.542004,31.30959888,,,
622,虹口,江湾镇,万峰小区,121.4800209,31.30949391,,,
2760,虹口,江湾镇,凉城路1201弄,121.4765681,31.30946768,,,
2105,虹口,江湾镇,学府花苑,121.4748631,31.30944917,,,
2068,静安,永和,幸福第二公寓,121.444942,31.30916888,,,
2580,杨浦,五角场,国定路555弄,121.5121759,31.30880405,,,
1427,杨浦,黄兴公园,兰花新村,121.533122,31.308545,,,
2645,虹口,江湾镇,华进公寓,121.48981,31.3084781,,,
225,虹口,江湾镇,文新小区,121.4869804,31.30840451,,,
1628,静安,大宁,粤秀名邸,121.4692027,31.30839787,,,
3067,虹口,江湾镇,宝鸿小区,121.4820965,31.30839232,,,
2464,杨浦,五角场,财富公寓,121.5247662,31.30799972,,,
2788,宝山,大场镇,上大阳光乾和园,121.408729,31.307835,,,
271,杨浦,黄兴公园,锦兰苑,121.533063,31.30765935,,,
953,浦东,高行,紫翠苑,121.6198945,31.30750608,,,
1933,杨浦,黄兴公园,杨浦欣园东区,121.5465258,31.30746712,,,
2831,杨浦,五角场,政旦东路30弄,121.523622,31.30744152,,,
342,虹口,江湾镇,新海城,121.4918625,31.3073269,,,
1354,杨浦,黄兴公园,硕和国际,121.5338553,31.30723943,,,
1706,杨浦,五角场,复旦教师公寓,121.5140598,31.30701991,,,
3174,虹口,江湾镇,奎照路4弄,121.490635,31.306994,,,
2176,静安,永和,白玉兰馨园,121.437752,31.30677123,,,
1973,虹口,江湾镇,万安公寓,121.4801314,31.30669811,,,
388,浦东,高行,幸福小镇,121.6146266,31.30659961,,,
1053,虹口,江湾镇,万安路979弄,121.4817725,31.30655588,,,
3085,嘉定,南翔,金地格林世界(卢尔公寓),121.3288477,31.30651338,,,
1303,杨浦,五角场,建新小区,121.517869,31.30649888,,,
2342,虹口,凉城,科兴公寓,121.4769828,31.30649718,,,
1422,虹口,凉城,佳伟小区,121.4799922,31.30624295,,,
1863,杨浦,黄兴公园,浣纱五村,121.5400267,31.30590912,,,
2461,虹口,凉城,华一小区,121.4770225,31.30537659,,,
2728,虹口,凉城,三湘花园,121.4719851,31.30520195,,,
533,杨浦,黄兴公园,松花江路95弄,121.549851,31.305139,,,
143,杨浦,五角场,铁路新村(杨浦),121.5222517,31.30474478,,,
2829,杨浦,黄兴公园,佳木斯路185弄,121.5479293,31.3045659,,,
2143,杨浦,黄兴公园,远东一村,121.54555,31.30438086,,,
1554,嘉定,安亭,嘉宝新力梦之晴华庭,121.20341,31.30431984,,,
571,浦东,高行,仁恒森兰雅苑(三期),121.599714,31.30427588,,,
2622,嘉定,江桥,江桥老街生活大院,121.1593351,31.30426912,,,
539,虹口,凉城,星苑小区,121.480916,31.30383389,,,
2301,静安,大宁,仁恒静安世纪,121.4604185,31.30371588,,,
1820,虹口,江湾镇,水电路1381弄,121.4838937,31.30370492,,,
2367,虹口,江湾镇,文治福邸,121.488919,31.30363488,,,
317,浦东,高行,高行馨苑,121.620645,31.30356785,,,
157,静安,大宁,融创静安映,121.4624122,31.30342608,,,
1755,虹口,凉城,文苑小区(虹口),121.472886,31.303378,,,
103,虹口,凉城,文华苑(虹口),121.4711721,31.30317418,,,
3133,杨浦,黄兴公园,松花江路105号,121.5494187,31.30284957,,,
433,浦东,高行,迎亭公寓,121.611907,31.302815,,,
1408,虹口,凉城,车站北路491弄,121.480701,31.302718,,,
109,虹口,凉城,复旦小区,121.4841544,31.30258969,,,
153,虹口,江湾镇,新申小区,121.4864823,31.30248438,,,
1721,杨浦,控江路,延吉东路1弄,121.549431,31.302295,,,
523,静安,大宁,象屿大宁悦府,121.4680979,31.30216429,,,
1137,虹口,凉城,凉东小区,121.4796436,31.30197407,,,
300,嘉定,南翔,中冶祥腾城市广场,121.3287192,31.30181331,,,
1419,静安,永和,永和教师苑,121.4382191,31.30179712,,,
1924,虹口,江湾镇,新市家园,121.488215,31.301779,,,
1385,杨浦,控江路,延吉东路115弄,121.5520354,31.30164971,,,
2768,宝山,大华,南秀雅苑,121.39948,31.301643,,,
960,杨浦,黄兴公园,松花一村,121.5476319,31.30123926,,,
2203,浦东,高行,东沟七村,121.583154,31.301203,,,
929,静安,永和,永和三村,121.4362462,31.30112379,,,
245,浦东,高行,仁恒森兰雅苑(一期),121.5992878,31.3010873,,,
2938,嘉定,南翔,德华二村,121.3159694,31.30108498,,,
1878,浦东,高行,仁恒森兰雅苑(二期),121.5976891,31.30086414,,,
2711,宝山,大华,祁秀雅苑,121.395908,31.300532,,,
151,虹口,凉城,锦苑小区(虹口),121.475867,31.30039491,,,
2191,杨浦,五角场,政肃路45弄,121.5145544,31.30005149,,,
2596,虹口,凉城,车站南路407弄,121.4802969,31.29996641,,,
2291,浦东,高行,浦江东旭公寓(669弄1-109号),121.593025,31.299957,,,
2602,杨浦,黄兴公园,长白二村,121.5364251,31.29944186,,,
1387,虹口,江湾镇,新一小区,121.4872273,31.29935261,,,
1600,杨浦,黄兴公园,长白新城,121.5487295,31.29932893,,,
2755,虹口,凉城,广粤公寓,121.4731435,31.2991998,,,
2726,杨浦,五角场,四平路2100弄,121.5194652,31.2991735,,,
514,杨浦,控江路,延吉东路137弄,121.5513776,31.29915128,,,
3093,虹口,江湾镇,吴家湾路101弄,121.4910215,31.29902932,,,
1492,杨浦,黄兴公园,延吉东路130弄,121.5510936,31.29901737,,,
2353,静安,大宁,静安府西区,121.448192,31.29894239,,,
2410,嘉定,南翔,民主街24弄,121.3195323,31.2987807,,,
1113,杨浦,黄兴公园,华美达公寓,121.5259318,31.29876813,,,
2716,宝山,大华,中环一号(一期),121.4103008,31.29873859,,,
685,普陀,桃浦,安居金祁新城,121.3916185,31.29858246,,,
1460,宝山,大华,梧桐城邦三期,121.4190581,31.29846119,,,
497,杨浦,五角场,北茶园,121.5234905,31.29839354,,,
2289,静安,永和,永和东村,121.438723,31.29830419,,,
2028,虹口,曲阳,花江公寓,121.5062621,31.29825866,,,
1818,杨浦,五角场,国顺路310弄,121.5180442,31.29819699,,,
182,静安,永和,永和二村,121.435704,31.298186,,,
2522,浦东,高行,新高苑(二期),121.6302214,31.29791435,,,
3066,杨浦,黄兴公园,伊格尔公寓,121.5408112,31.29788341,,,
1555,虹口,凉城,凉城三村,121.478689,31.29774896,,,
289,虹口,江湾镇,三九大厦,121.4918642,31.29767992,,,
890,杨浦,黄兴公园,公园3000黄兴花园,121.5306158,31.29757046,,,
2287,虹口,江湾镇,枫叶公寓,121.4888922,31.29756467,,,
1462,嘉定,南翔,世盟壹天地,121.326787,31.297461,,,
3182,宝山,大华,大华碧云天,121.401857,31.29745158,,,
2098,普陀,桃浦,安达家园,121.3492015,31.29729823,,,
2255,嘉定,南翔,民主街32弄,121.314868,31.29694585,,,
1076,杨浦,黄兴公园,延吉五村,121.5440661,31.29685058,,,
494,杨浦,中原,殷行一、二村,121.5195765,31.296835,,,
2671,杨浦,黄兴公园,延吉七村,121.5394779,31.29675161,,,
1750,嘉定,安亭,V6时代新源商务楼,121.1648685,31.29671342,,,
1380,嘉定,南翔,同盛公寓,121.320394,31.29662887,,,
1731,杨浦,五角场,南茶园,121.5247185,31.29656207,,,
2125,杨浦,黄兴公园,靖宇东路85弄,121.5475821,31.29650985,,,
2623,杨浦,五角场,国顺路300弄,121.5204499,31.29646518,,,
1163,杨浦,黄兴公园,东方蓝海国际广场,121.527454,31.29641789,,,
2830,虹口,江湾镇,新电小区,121.4881001,31.2963858,,,
25,浦东,高行,绿地崴廉公寓,121.620222,31.29627889,,,
1369,普陀,桃浦,安居锦竹苑,121.3542338,31.29617258,,,
441,杨浦,黄兴公园,延吉六村,121.5429175,31.29613401,,,
2683,杨浦,五角场,林绿家园,121.5189793,31.29606705,,,
3164,浦东,高行,新高苑(四期),121.62647,31.2960129,,,
1188,虹口,曲阳,松花小区,121.5067207,31.29573835,,,
743,虹口,曲阳,运光小区,121.502487,31.29568891,,,
696,虹口,凉城,景明大厦,121.489018,31.2954989,,,
2272,宝山,大华,梧桐城邦(一期),121.4190928,31.29540981,,,
1228,宝山,大华,梧桐城邦(二期),121.4171825,31.29532449,,,
2597,宝山,大华,中环一号五期（欧泊花郡）,121.4055097,31.29527882,,,
2073,静安,大宁,明园森林都市,121.460433,31.2951469,,,
1940,静安,大宁,大宁揽翠艺墅,121.463893,31.2951449,,,
991,虹口,凉城,秀苑小区,121.47631,31.29501584,,,
2923,普陀,桃浦,桃浦十村（紫藤苑小区白丽路701弄）,121.3497062,31.29497472,,,
2822,宝山,大华,中环一号二期（琉樽尚品）,121.4086452,31.29487799,,,
913,杨浦,黄兴公园,长白三村,121.5455613,31.29484111,,,
1786,静安,大宁,悦公馆(永和东路),121.4588066,31.2947305,,,
83,静安,大宁,粤秀苑,121.4667401,31.29467001,,,
1697,浦东,高行,森兰名轩(二期),121.599587,31.29464486,,,
1372,虹口,凉城,广中扩大小区,121.4779676,31.29459371,,,
1594,嘉定,南翔,骏丰嘉骊花园,121.3246089,31.29455892,,,
483,虹口,曲阳,巴林路60弄,121.5019352,31.29450407,,,
2913,杨浦,黄兴公园,双花公寓,121.5337379,31.29401406,,,
2095,虹口,曲阳,八一小区,121.498771,31.29399547,,,
1208,杨浦,控江路,延吉东路555弄,121.547128,31.293975,,,
1331,虹口,凉城,灵新小区,121.4859254,31.29396484,,,
293,虹口,曲阳,巴林苑,121.5008507,31.2938742,,,
2712,嘉定,南翔,博威禧福汇,121.328483,31.293843,,,
280,杨浦,五角场,市益大楼,121.5238941,31.29383216,,,
1230,杨浦,控江路,控江路1200弄,121.5523642,31.29379328,,,
1090,静安,阳城,永和苑,121.4422595,31.29361461,,,
2178,浦东,曹路,海尚东苑,121.6816832,31.29354626,,,
65,杨浦,黄兴公园,控江五村,121.5366173,31.29349226,,,
2982,嘉定,安亭,嘉实上城名都(公寓),121.2269701,31.29329863,,,
2608,普陀,桃浦,桃浦十村（紫藤苑小区银杏路120弄）,121.3518665,31.29312066,,,
291,浦东,高行,东力新村,121.634271,31.293097,,,
1219,嘉定,南翔,祥源福邸,121.3276125,31.29307298,,,
80,虹口,凉城,曲阳名邸,121.4881229,31.2930699,,,
1997,静安,大宁,大宁金茂府,121.4628567,31.29283253,,,
1023,普陀,桃浦,桃浦七村雪松苑,121.3597539,31.29265918,,,
2432,虹口,凉城,中山北一路805号,121.4901894,31.2925329,,,
1065,宝山,大华,好旺花苑,121.4211104,31.29238285,,,
1125,杨浦,黄兴公园,延吉三村,121.5429416,31.29236302,,,
303,杨浦,黄兴公园,延吉二村,121.5435101,31.29234675,,,
114,杨浦,五角场,益华小区,121.5232163,31.29232476,,,
1062,杨浦,黄兴公园,福阳大厦,121.5289522,31.29209232,,,
1842,杨浦,鞍山,鼎盛公寓,121.5125633,31.29203932,,,
2245,嘉定,南翔,泰翔嘉苑,121.3202017,31.29203716,,,
1250,嘉定,南翔,翔华新村,121.312635,31.29192384,,,
3041,虹口,凉城,中虹花园丽都苑,121.4752216,31.29171416,,,
1860,杨浦,周家嘴路,沈家桥小区,121.5608825,31.29156374,,,
328,嘉定,南翔,好世凤翔苑,121.3293986,31.29130351,,,
2215,浦东,金桥,晶波坊,121.586373,31.291281,,,
2992,虹口,凉城,中虹花园虹韵家园,121.4734925,31.29098583,,,
2394,杨浦,黄兴公园,控江四村,121.531555,31.29091192,,,
1260,青浦,白鹤,绿地启航城,121.1292551,31.29088268,,,
20,静安,阳城,阳城贵都,121.4325346,31.29071126,,,
1282,宝山,大华,玉华苑,121.4158659,31.29068596,,,
1143,杨浦,周家嘴路,内江一村,121.5482196,31.29065047,,,
63,杨浦,黄兴公园,控江六村,121.536623,31.2906119,,,
3038,虹口,凉城,友谊二村,121.484797,31.2905599,,,
120,杨浦,周家嘴路,中环和乐苑,121.5619233,31.29035184,,,
2657,嘉定,南翔,季景铭郡,121.325367,31.290156,,,
2659,嘉定,安亭,尚都国际酒店公寓,121.1802136,31.28989837,,,
2346,杨浦,控江路,控江路888弄,121.5402243,31.28984645,,,
1592,杨浦,黄兴公园,控江二村107弄小区,121.5341599,31.28980865,,,
1549,静安,阳城,阳城花园,121.4297324,31.28972703,,,
460,静安,彭浦,康平小区,121.446738,31.28963939,,,
1597,杨浦,控江路,隆昌路718弄,121.5436034,31.28960961,,,
1969,宝山,大华,大华三村二街坊,121.4243462,31.28924324,,,
1102,普陀,桃浦,桃浦三村白丽苑,121.3560059,31.28920497,,,
512,浦东,高行,东源名都,121.6204408,31.289083,,,
1978,虹口,曲阳,赤峰小区,121.500053,31.28899791,,,
2883,杨浦,鞍山,彰武路120弄,121.519683,31.28899127,,,
1024,浦东,高行,证大家园(二期),121.607179,31.28877889,,,
1544,普陀,桃浦,桃浦三村和乐苑,121.3537913,31.28875459,,,
2417,杨浦,周家嘴路,中环和润苑,121.5619349,31.28858911,,,
327,宝山,大华,康泰新城,121.411184,31.28847184,,,
2029,浦东,曹路,星海家园,121.685589,31.288361,,,
1121,静安,大宁,慧芝湖花园（三期）,121.463752,31.28832156,,,
1885,杨浦,鞍山,同济新村,121.514382,31.28828183,,,
1108,杨浦,控江路,凤城五村,121.524367,31.288087,,,
2254,虹口,凉城,广凉苑,121.476444,31.28799337,,,
1641,杨浦,控江路,凤城三村东区,121.5279381,31.28781994,,,
603,静安,大宁,慧芝湖花园（一二期）,121.4660734,31.28771502,,,
1131,虹口,凉城,中虹花园锦绣文华,121.4758878,31.28767397,,,
1767,嘉定,南翔,通用国际,121.3236991,31.2875977,,,
2202,宝山,大华,北华苑,121.421571,31.287184,,,
276,虹口,曲阳,密三小区,121.4991144,31.28700486,,,
413,静安,大宁,泛欧现代大厦,121.45916,31.28692085,,,
2297,杨浦,鞍山,铁岭路10弄,121.5189392,31.28687911,,,
1670,宝山,大华,大华公园世家康华苑,121.4155169,31.28683583,,,
3070,杨浦,鞍山,赤峰路91-93号,121.5043778,31.28679409,,,
3157,静安,大宁,宝华现代城,121.460622,31.28677187,,,
956,普陀,桃浦,祥和星宇花园(一期),121.4044215,31.28668577,,,
2957,杨浦,控江路,东方名园,121.531856,31.28662289,,,
540,松江,洞泾,海伦堡兰园,121.337891,31.28634084,,,
729,普陀,桃浦,桃浦一村瑞香苑,121.3594307,31.28606526,,,
802,静安,大宁,新梅共和城,121.4568876,31.28602838,,,
1556,杨浦,鞍山,铁岭路90弄,121.5192002,31.286004,,,
907,杨浦,鞍山,鞍山八村,121.5177145,31.28592754,,,
284,虹口,凉城,广中四村,121.4843193,31.28575882,,,
2169,杨浦,控江路,控江二村,121.532541,31.285566,,,
27,浦东,金桥,新紫茂国际,121.6158083,31.28546071,,,
1685,杨浦,周家嘴路,纺平大楼小区,121.564534,31.285263,,,
3060,虹口,凉城,广中三村,121.4829664,31.28486441,,,
1849,浦东,金桥,东陆新村六街坊,121.6032964,31.28470594,,,
2196,虹口,凉城,广中二村,121.4852607,31.28458136,,,
2373,杨浦,周家嘴路,中轩丽苑,121.5602204,31.28451823,,,
1101,杨浦,鞍山,鞍山路215弄,121.5158209,31.28451414,,,
1865,虹口,凉城,广中五村,121.4837497,31.28448004,,,
2740,虹口,凉城,广中路368弄,121.4780236,31.28441454,,,
1184,静安,阳城,景峰苑,121.4355992,31.28435398,,,
545,杨浦,周家嘴路,友谊新村,121.541926,31.284143,,,
105,静安,大宁,上大东村,121.4664832,31.28409864,,,
2052,杨浦,控江路,凤城二村,121.524323,31.284046,,,
2717,普陀,桃浦,恒盛鼎城圣都汇,121.3940779,31.28398342,,,
901,杨浦,鞍山,鞍山三村,121.5194287,31.28394199,,,
1038,宝山,大华,滨江雅苑,121.42012,31.2838869,,,
2036,普陀,桃浦,桃浦二村永汇新苑,121.358531,31.28388289,,,
1221,宝山,大华,枫庭丽苑,121.414399,31.28387487,,,
2611,杨浦,鞍山,抚顺路363弄,121.5174424,31.28382981,,,
1134,杨浦,鞍山,鞍山四村第二小区,121.5145112,31.28362837,,,
2672,虹口,曲阳,西南小区,121.494628,31.28358879,,,
5,静安,大宁,共和新路2203弄,121.4592223,31.28346141,,,
853,虹口,曲阳,曲阳大楼,121.497421,31.28311484,,,
1872,杨浦,控江路,新凤城,121.526894,31.28307,,,
714,杨浦,鞍山,密云小区,121.5043665,31.2830461,,,
1298,静安,大宁,嘉茵苑,121.4418101,31.28284998,,,
463,虹口,曲阳,玉田新村,121.5022262,31.28282089,,,
513,杨浦,鞍山,公交新村,121.5125324,31.28275007,,,
1921,浦东,金桥,莱阳北小区,121.5894084,31.28270655,,,
2281,杨浦,周家嘴路,林厦小区,121.5428835,31.28245526,,,
1151,杨浦,控江路,凤城一村,121.525102,31.282331,,,
757,杨浦,周家嘴路,六达苑,121.5379653,31.28224579,,,
2263,杨浦,鞍山,鞍山四村第一小区,121.5166083,31.28222859,,,
3106,虹口,凉城,春满园,121.4737654,31.28221115,,,
1005,杨浦,鞍山,大连西路4弄,121.5157491,31.28212553,,,
377,嘉定,安亭,安亭瑞仕锦庭,121.1928038,31.28204713,,,
1425,杨浦,周家嘴路,辽阳大楼,121.520788,31.26971,,,
2944,杨浦,周家嘴路,杨家宅小区,121.551082,31.27363,,,
3018,浦东,金桥,丽都成品,121.5960204,31.28186805,,,
863,虹口,曲阳,大连西路29号,121.5045079,31.28185378,,,
436,浦东,金桥,东陆新村七街坊,121.6069235,31.281853,,,
1470,虹口,曲阳,大连西路27号,121.5046473,31.28184437,,,
2020,虹口,凉城,北宝兴路345弄,121.4703445,31.28169554,,,
1655,杨浦,周家嘴路,金龙公寓(杨浦),121.5656914,31.28161075,,,
1149,虹口,鲁迅公园,商业一村,121.4826949,31.2815795,,,
1538,杨浦,鞍山,本溪路149弄,121.5222404,31.28157322,,,
385,静安,阳城,龙潭小区,121.432372,31.28134387,,,
394,杨浦,鞍山,控江小区,121.5190604,31.28127706,,,
2163,杨浦,周家嘴路,幸福村小区,121.541227,31.28127,,,
1568,杨浦,鞍山,鞍山四村第三小区,121.5144029,31.28119628,,,
824,虹口,曲阳,密二小区,121.5048747,31.28113339,,,
2139,杨浦,鞍山,凤凰大楼,121.5203619,31.28109837,,,
2680,静安,大宁,上工新村,121.4601551,31.28106187,,,
2601,杨浦,鞍山,鞍山五村,121.5123577,31.28088133,,,
1610,虹口,曲阳,蒋家桥小区,121.5036895,31.28082462,,,
2412,虹口,鲁迅公园,欧九小区,121.4936417,31.28066953,,,
309,普陀,万里,大华颐和华城(公寓),121.4077184,31.28039734,,,
1336,静安,大宁,绿色丽园,121.4543635,31.280257,,,
417,杨浦,东外滩,渭南苑,121.541614,31.269616,,,
2123,杨浦,东外滩,许昌路227弄,121.531209,31.259922,,,
2733,杨浦,东外滩,海鹏花苑,121.535583,31.2614,,,
1993,杨浦,周家嘴路,东外滩1号,121.56179,31.28025,,,
1992,杨浦,鞍山,鞍山六村,121.5117734,31.27971545,,,
900,宝山,大华,大华一村,121.4282834,31.2797102,,,
1360,虹口,曲阳,密云路250弄,121.5035575,31.27965226,,,
3149,虹口,临平路,仪表大楼,121.5075067,31.27961939,,,
1275,杨浦,周家嘴路,汽车公寓小区,121.5257131,31.27953537,,,
2744,虹口,鲁迅公园,东体育会路119弄,121.4898927,31.27953506,,,
2905,静安,闸北公园,嘉利明珠城,121.470287,31.27945991,,,
239,虹口,凉城,同心路971号,121.475905,31.279324,,,
1576,虹口,凉城,同心路957号,121.4761954,31.2792897,,,
2639,虹口,鲁迅公园,何家宅小区,121.4831702,31.2792323,,,
