,行政区,街区,小区,经度,纬度
618,嘉定,江桥,绿地新江桥城二期,121.3185328,31.24188285
1445,嘉定,江桥,天禧嘉苑,121.3187452,31.27557089
2410,嘉定,南翔,民主街24弄,121.3195323,31.2987807
304,嘉定,江桥,金鹤新城双佳翠庭,121.319776,31.25380585
2914,青浦,徐泾,中骏天珑,121.3199164,31.16748125
2245,嘉定,南翔,泰翔嘉苑,121.3202017,31.29203716
1380,嘉定,南翔,同盛公寓,121.320394,31.29662887
1681,青浦,徐泾,康虹花园(公寓),121.32087,31.17983884
1008,闵行,华漕,中骏广场,121.3214221,31.216917
490,嘉定,南翔,森林公馆,121.321683,31.3153558
2520,青浦,徐泾,安盛杉庄,121.3219744,31.17629496
421,松江,九亭,嘉和阳光城,121.3223456,31.13940746
1175,金山,金山,绿地东海岸财富广场,121.322565,30.75556332
547,松江,九亭,象屿名城,121.32281,31.13769527
1073,嘉定,南翔,上隽嘉苑(公寓),121.3231577,31.32172563
787,松江,新桥,海派青城,121.323299,31.07239182
2154,金山,金山,绿地金山名邸（别墅）,121.3234895,30.75482936
1767,嘉定,南翔,通用国际,121.3237731,31.28756658
1281,松江,九亭,青春驿站,121.3237935,31.14142985
3022,松江,九亭,九亭中心,121.3238082,31.14757015
152,松江,九亭,知雅汇(公寓),121.323852,31.15840582
690,嘉定,江桥,金霞苑,121.3238941,31.25276016
982,松江,泗泾,9号公馆,121.3240823,31.13872817
1834,松江,九亭,上海青年城,121.324171,31.14278892
243,闵行,华漕,尚品华庭,121.324562,31.21241183
1594,嘉定,南翔,骏丰嘉骊花园,121.3246089,31.29455892
959,嘉定,南翔,朗诗绿色街区,121.3249971,31.31915355
1211,松江,九亭,九城湖滨国际,121.3253615,31.15572897
1911,嘉定,南翔,金地格林世界(城市公馆),121.3254167,31.31505277
2428,嘉定,江桥,嘉海雅苑,121.3255291,31.27607273
1640,松江,新桥,英郡雷丁小城,121.3258386,31.09589489
2657,嘉定,南翔,季景铭郡,121.3258918,31.28944151
2560,松江,九亭,复地九月2期,121.3262927,31.13345649
2421,松江,九亭,贝尚湾(公寓),121.3263506,31.15241627
1876,青浦,徐泾,英庭名墅,121.3265061,31.1716754
1462,嘉定,南翔,世盟壹天地,121.3267865,31.29746061
1388,松江,莘闵别墅,雅鹿新苑四期,121.326843,31.08164488
1219,嘉定,南翔,祥源福邸,121.3276125,31.29307298
131,闵行,华漕,虹桥博雅苑,121.328149,31.23000704
1432,松江,九亭,枫桥丽舍,121.3283822,31.13098888
2712,嘉定,南翔,博威禧福汇,121.3284825,31.29384273
300,嘉定,南翔,中冶祥腾城市广场,121.3287192,31.30181331
3085,嘉定,南翔,金地格林世界(卢尔公寓),121.3288477,31.30651338
940,嘉定,江桥,江桥万达广场(嘉定),121.3293418,31.24474903
328,嘉定,南翔,好世凤翔苑,121.3293986,31.29130351
1923,嘉定,南翔,三湘森林海尚(嘉定),121.3313268,31.31246539
36,嘉定,江桥,匡巷二村,121.3313375,31.27592821
1632,嘉定,江桥,龙湖天璞雅筑,121.3315586,31.27765788
1657,金山,金山,滨海二村,121.3319167,30.73465102
207,松江,九亭,奥林匹克花园,121.333513,31.15372589
2591,嘉定,江桥,金华新村,121.3335822,31.23824576
677,松江,九亭,美丽星城,121.33402,31.13954083
1017,嘉定,南翔,玉宏星天地,121.334081,31.30983991
3186,嘉定,江桥,汇丰沁苑,121.334502,31.26255387
588,松江,莘闵别墅,沿海丽水馨庭(公寓),121.3349826,31.08269733
3032,松江,莘闵别墅,沿海丽水馨庭(别墅),121.3349826,31.08269733
1255,松江,九亭,三盛颐景园(住宅),121.3355149,31.13837542
2507,松江,九亭,金丰蓝庭,121.3355149,31.13837542
2009,嘉定,江桥,中星海上名豪苑(三期),121.3363253,31.2720412
476,闵行,华漕,虹桥舒雅苑,121.3369688,31.2308247
540,松江,洞泾,海伦堡兰园,121.337891,31.28634084
1615,闵行,华漕,金色西郊城,121.3381364,31.23189015
1418,普陀,武宁,江南新村(普陀),121.3384021,31.83559998
2062,崇明,长兴岛,前卫新村,121.3384021,31.83559998
2502,嘉定,江桥,锦华茗园,121.338564,31.25990684
3092,宝山,罗店,美罗家园润苑,121.3407049,31.40578421
2368,宝山,罗店,金丰苑二居,121.3410422,31.39971664
2945,松江,九亭,海德公寓,121.341108,31.13567288
592,松江,九亭,象屿都城,121.341128,31.13080187
876,松江,九亭,鑫山汇众苑,121.3413599,31.12840507
941,闵行,七宝,万科城花新园,121.341557,31.15953822
1473,金山,金山,桥英馨苑,121.342076,30.73066584
1603,嘉定,江桥,MAX未来,121.342207,31.27585784
2162,宝山,罗泾,万科启宸,121.3434426,31.44161263
93,闵行,七宝,茂盛花苑,121.3435278,31.17586859
2673,宝山,罗店,美罗家园佳翔苑,121.3439661,31.40685282
1483,嘉定,江桥,丽江佳苑,121.344238,31.2753219
1587,闵行,七宝,万科优诗美地,121.3444077,31.16366622
2915,宝山,罗店,美罗家园宝欣苑一村,121.345793,31.39492387
2718,宝山,罗泾,雍和府,121.345885,31.48693195
2414,宝山,罗店,美罗家园宝欣苑二村,121.3458889,31.39299999
1484,宝山,罗泾,招商主城,121.346053,31.44430887
1757,宝山,罗店,美罗家园宝欣苑七村,121.3462902,31.39084139
366,宝山,罗泾,云麓之城,121.346415,31.43520988
2496,宝山,罗店,保翔苑,121.3465767,31.40862164
3178,松江,九亭,上海诗林(公寓),121.346587,31.13836986
591,松江,莘闵别墅,象屿上海年华,121.3466321,31.07987644
754,松江,莘闵别墅,象屿上海年华2期,121.3466321,31.07987644
1154,闵行,华漕,凯德林茵湖畔(公寓),121.3467823,31.17018936
1245,宝山,罗店,美罗家园宝欣苑八村,121.3470154,31.38941409
2132,松江,莘闵别墅,新水桥公寓,121.347259,31.09890864
1794,金山,金山,辰凯花苑,121.3473317,30.73211029
1074,闵行,七宝,万科朗润园,121.3473773,31.1589402
2736,嘉定,江桥,华江一村,121.3473844,31.27039047
1590,宝山,罗店,美罗家园吉翔苑,121.347422,31.40709136
2323,松江,莘闵别墅,万科白马花园(公寓),121.3490199,31.08674884
2098,普陀,桃浦,安达家园,121.3492015,31.29729823
336,闵行,七宝,万科城市花园,121.349576,31.16465185
2923,普陀,桃浦,桃浦十村（紫藤苑小区白丽路701弄）,121.3500126,31.29443225
753,嘉定,江桥,爱德佳苑(二期),121.3501894,31.26335102
2547,嘉定,江桥,嘉莲华商住酒店式公寓(商业类),121.3504349,31.26688775
1751,宝山,罗店,罗智路258弄,121.3509374,31.39284508
2608,普陀,桃浦,桃浦十村（紫藤苑小区银杏路120弄）,121.3510159,31.29394456
39,闵行,七宝,佳宝新村,121.3510532,31.16027546
3130,宝山,罗泾,中建阅澜山,121.3513941,31.44501359
740,松江,莘闵别墅,绿洲香岛花园,121.3524178,31.10792829
425,闵行,马桥,玖玺,121.3525764,31.04973653
1821,闵行,七宝,万兆家园(五期),121.3525849,31.15922418
2592,嘉定,江桥,江桥二村,121.353151,31.26149517
1747,松江,莘闵别墅,金地都会艺境(松江),121.353427,31.08250389
1586,金山,金山,滨海一村,121.3534823,30.72308032
1888,金山,金山,金瀚园,121.3537359,30.74221776
1544,普陀,桃浦,桃浦三村和乐苑,121.3537913,31.28875459
702,宝山,罗店,远洋7号,121.3538052,31.41060014
1369,普陀,桃浦,安居锦竹苑,121.3542338,31.29617258
1059,金山,金山,中锐龙湾1号,121.3542377,30.75842019
2666,闵行,七宝,黎明花园,121.3544011,31.15382146
1635,闵行,七宝,牡丹新村,121.3545318,31.15957963
3078,宝山,罗店,中集金地美兰城,121.3547773,31.40615081
430,嘉定,丰庄,栅桥小区,121.3549662,31.26346824
3156,金山,金山,海欣家园,121.3553585,30.76645834
1991,宝山,罗店,朗诗绿岛(公寓),121.355432,31.41133887
1846,闵行,七宝,汇宝公寓,121.3555211,31.16452962
1307,宝山,顾村,新顾城广福苑,121.3557384,31.36440294
569,闵行,航华,航华二村梧柏小区,121.3559274,31.17815288
1102,普陀,桃浦,桃浦三村白丽苑,121.3560059,31.28920497
2903,宝山,顾村,新顾城宝义苑,121.3564247,31.36229495
17,宝山,罗店,罗安苑,121.356443,31.39382692
2145,宝山,罗店,美罗家园罗安苑,121.356443,31.39382692
86,宝山,上大,绿地领海(商业类),121.3564889,31.32152712
2889,嘉定,江桥,嘉城香馥湾,121.3565559,31.26896827
582,闵行,七宝,碧林湾新苑(华友路),121.3566427,31.14296309
1715,闵行,七宝,碧林湾新苑,121.3566427,31.14296309
2954,闵行,航华,航华二村嘉丰公寓,121.3568446,31.17883228
2438,嘉定,江桥,嘉城新航域,121.356998,31.27192785
3126,宝山,罗店,美罗家园罗翔苑,121.357181,31.3951559
1091,闵行,航华,永兴小区,121.357562,31.18391249
2983,闵行,七宝,万兆家园(一期),121.357699,31.15462387
165,宝山,罗店,上置美兰优湖,121.357908,31.40822306
90,闵行,航华,航华一村,121.358062,31.18069038
318,松江,莘闵别墅,新弘国际城(公寓),121.3583432,31.0943329
1407,松江,莘闵别墅,荣盛名邸(公寓),121.3583432,31.0943329
1775,松江,莘闵别墅,弘公馆,121.3583432,31.0943329
2036,普陀,桃浦,桃浦二村永汇新苑,121.358531,31.28388289
2636,宝山,罗店,金辉兰湖美域,121.358844,31.41787886
2039,嘉定,丰庄,金沙嘉苑,121.3589112,31.25120496
2825,宝山,顾村,好日子大家园D区,121.359127,31.35362088
166,闵行,航华,航华一村二街坊,121.3592619,31.18124154
729,普陀,桃浦,桃浦一村瑞香苑,121.3594307,31.28606526
1023,普陀,桃浦,桃浦七村雪松苑,121.3597539,31.29265918
2548,松江,九亭,象屿品城,121.360332,31.11591588
1858,闵行,七宝,摩登堂,121.3604395,31.14439408
321,宝山,罗店,美罗家园蓉庭,121.3606318,31.39120859
2031,长宁,西郊,虹桥机场新村,121.36077,31.18954448
1007,闵行,七宝,广海花园,121.3608561,31.15086356
92,宝山,顾村,保利叶上海(二期),121.3610629,31.35114089
532,闵行,莘庄,上海康城,121.3610825,31.10987229
2476,闵行,航华,航华四村三街坊,121.3611711,31.1762867
2208,闵行,七宝,华宝花园,121.3618899,31.14988388
2564,闵行,航华,春之苑,121.3622648,31.18286195
1329,宝山,罗店,年吉路220弄,121.3623043,31.40113762
791,嘉定,丰庄,丰庄十四街坊,121.362486,31.25400728
2465,宝山,罗店,顺驰美兰湖,121.362706,31.41281074
1170,闵行,七宝,蒲汇新村,121.36284,31.16176799
882,闵行,七宝,园艺新村,121.3631712,31.15168623
1833,金山,金山,金海岸花园,121.3632081,30.73380344
2874,松江,莘闵别墅,伊莎士花园,121.3632123,31.09709816
2953,闵行,航华,新明星花园二期,121.3632805,31.18003237
983,宝山,顾村,好日子大家园C区,121.3632998,31.35540868
2118,闵行,七宝,白雪公主,121.3634176,31.14423491
2644,长宁,北新泾,世纪之春花园,121.3637156,31.22162409
2579,嘉定,丰庄,嘉宝都市港湾,121.3639755,31.2508017
3042,闵行,航华,嘉丰花苑,121.3640381,31.17746548
2229,嘉定,丰庄,丰庄十二街坊,121.3649276,31.25340329
2843,金山,金山,上置海景大厦,121.364953,30.72554655
2311,长宁,北新泾,绿园十一村,121.3649633,31.21088814
1431,闵行,莘庄,林水美地苑,121.3652826,31.12445977
600,长宁,北新泾,华松西区（仙霞西路700弄）,121.3653477,31.2151964
1033,长宁,北新泾,绿园一村,121.365494,31.21916174
168,长宁,北新泾,广友小区,121.3657545,31.22139696
2697,闵行,七宝,富丽公寓(西区),121.3658967,31.1449623
2170,闵行,马桥,联仲都悦汇,121.366064,31.03788583
840,闵行,七宝,金泰公寓,121.366135,31.16445324
2772,宝山,罗店,上置香岛原墅(别墅),121.3661703,31.41655413
1474,长宁,西郊,龙柏花苑(公寓),121.3665484,31.19357595
1509,宝山,顾村,保利叶上海(一期),121.3666536,31.3494911
1537,闵行,龙柏,嘉富丽苑,121.3667837,31.18867379
2773,长宁,西郊,西郊豪庭,121.3667906,31.21184974
1903,长宁,北新泾,可乐公馆,121.3668179,31.2120457
831,闵行,莘庄,莘城苑,121.3669485,31.12235826
3116,闵行,莘庄,大虹桥国际,121.3670442,31.1301209
54,金山,金山,碧桂园凤凰城,121.367085,30.72959899
3039,闵行,龙柏,龙柏四村三小区,121.367587,31.18248102
137,宝山,顾村,好日子大家园B区,121.3676043,31.35700903
444,闵行,七宝,三佳花苑,121.3677256,31.16137191
2135,长宁,北新泾,甘溪路205号,121.3677383,31.21685351
2161,长宁,北新泾,沁秋小区,121.3679359,31.21589583
2120,宝山,罗店,罗南一村,121.3681865,31.39012138
658,嘉定,丰庄,V格时代广场,121.3682857,31.2628147
158,宝山,顾村,龙湖北城天街,121.36835,31.36717989
2051,嘉定,丰庄,兆地生活广场,121.3683729,31.2581487
1957,长宁,西郊,西郊宝成花苑,121.368643,31.20405888
815,长宁,北新泾,新泾七村,121.3687984,31.22530359
451,闵行,龙柏,龙柏七村,121.3688717,31.18121544
994,闵行,龙柏,龙柏二村,121.36934,31.18747184
23,嘉定,丰庄,金鼎香樟苑(东区),121.3694241,31.26504378
1032,闵行,龙柏,龙柏四村,121.3694825,31.18556375
2816,宝山,顾村,馨佳园(韶山路419弄),121.3695025,31.37088534
2529,松江,莘闵别墅,雅阁花园,121.369592,31.09866885
1004,闵行,七宝,茂盛城市花园,121.3696006,31.15785399
2555,闵行,七宝,学院新村,121.36986,31.15286213
1853,普陀,真光,阳光威尼斯(二期),121.3699789,31.26646751
783,宝山,罗店,富秀苑,121.3700069,31.39508624
2531,闵行,七宝,东方花园二期,121.3704117,31.15098092
2148,宝山,顾村,保利叶语(二期)(公寓),121.370576,31.34870501
2236,闵行,七宝,水景书香园,121.370686,31.1561161
2042,嘉定,丰庄,丰庄二村,121.371066,31.25133485
322,闵行,七宝,宝仪花苑,121.3710931,31.15437054
2319,闵行,七宝,富丽公寓(东区),121.3711592,31.14060252
1896,闵行,龙柏,青杉路200弄,121.37116,31.1822599
997,宝山,顾村,馨佳园(韶山路245弄),121.3712026,31.36443208
2981,闵行,七宝,九星家园,121.3712089,31.16125441
335,普陀,长征,泰宸苑,121.3717568,31.24557715
2088,闵行,莘庄,富林苑(三期),121.372018,31.12587558
159,闵行,七宝,莲浦府邸(公寓),121.3720287,31.14531494
250,普陀,真光,阳光建华城（四期）（别墅）,121.3721889,31.26824053
951,闵行,龙柏,紫藤居(公寓),121.3724101,31.18571744
749,长宁,北新泾,仙霞里,121.3727317,31.21366233
2483,宝山,顾村,馨佳园(菊泉街1969弄),121.372747,31.35614391
2738,宝山,顾村,馨佳园(菊盛路851弄),121.372747,31.35614391
2435,长宁,北新泾,虹园六村,121.3728038,31.21695032
1919,普陀,长征,金沙雅苑(四期),121.3728494,31.2427659
799,长宁,北新泾,新泾五村,121.3729007,31.22371897
2446,长宁,北新泾,瑞冬小区,121.372911,31.22024585
2638,宝山,顾村,馨佳园(韶山路418弄),121.3730115,31.37138235
3121,宝山,顾村,采菊苑,121.3732015,31.35561775
238,普陀,真光,阳光威尼斯(三期),121.3732401,31.26640276
884,长宁,北新泾,新泾六村,121.3734532,31.22636161
1321,闵行,七宝,皇都花园三期,121.3734821,31.14420307
1012,闵行,莘庄,莘松七村,121.3735313,31.11467258
2072,嘉定,丰庄,嘉秀新苑,121.3735428,31.26138305
713,闵行,龙柏,金悦公寓,121.3738273,31.18226438
1180,闵行,莘庄,绿梅三村,121.3738996,31.11667838
2739,长宁,北新泾,新泾四村,121.3742348,31.22313177
249,闵行,龙柏,永怡公寓,121.3743132,31.19138329
1782,长宁,西郊,嘉利豪园,121.3743181,31.19434232
3071,长宁,北新泾,金虹苑小区,121.3744976,31.21278685
1056,宝山,顾村,文宝苑,121.3746224,31.35309125
1675,闵行,莘庄,莘松五村,121.374877,31.11308887
449,普陀,长征,上河湾,121.375269,31.23352489
186,宝山,顾村,保利叶语(一期)(公寓),121.3753166,31.34989223
473,长宁,西郊,虹桥中园,121.3754088,31.19947459
1742,闵行,龙柏,龙柏一村,121.375613,31.18884987
1235,闵行,龙柏,龙柏三村,121.3757172,31.18420938
2929,长宁,北新泾,紫竹小区,121.3758232,31.2198335
2405,闵行,莘庄,绿梅一村,121.37602,31.11726087
1914,闵行,静安新城,宏明雅舍,121.3760263,31.16474363
428,闵行,金汇,虹井小区,121.3760344,31.19129734
2813,闵行,莘庄,莘松八村,121.3760355,31.11571461
1880,闵行,莘庄,绿梅二村,121.3761557,31.12032742
2785,闵行,金汇,虹桥衡园,121.37618,31.1904659
2824,闵行,莘庄,东苑新天地,121.3763183,31.12496411
1699,闵行,莘庄,小富人家,121.376687,31.12743775
485,长宁,西郊,程桥一村,121.377024,31.19673798
1322,闵行,老闵行,马桥景城馨苑,121.3770755,31.02300757
1883,长宁,北新泾,新泾三村,121.3771644,31.22099982
639,长宁,北新泾,新泾一村,121.3776249,31.22381285
1099,闵行,莘庄,东苑新天地公寓,121.377707,31.12596793
917,闵行,莘庄,莘松二村,121.3778386,31.1128413
156,宝山,顾村,馨佳园(菊泉街1346弄),121.3781423,31.36833782
1848,宝山,顾村,绿地公园广场,121.3783339,31.35010918
1507,普陀,真光,阳光威尼斯AB区,121.3785739,31.26768472
1500,长宁,西郊,宝北小区,121.378638,31.19485726
1626,闵行,龙柏,新华红星国际广场,121.378646,31.18085281
859,宝山,上大,保利熙悦名邸,121.378739,31.31054288
758,闵行,静安新城,天安豪园,121.3789824,31.1657498
2681,宝山,上大,宝祁雅苑(北区),121.379015,31.3260071
246,闵行,金汇,新东苑国际酒店式公寓,121.3790991,31.17483526
2275,闵行,莘庄,团结花苑,121.3791296,31.10940496
2182,嘉定,丰庄,中环财富杰座,121.3792066,31.25514632
1643,闵行,颛桥,南郊别墅(别墅),121.379251,31.09266288
2293,闵行,莘庄,公园天下,121.3792756,31.10755124
1796,闵行,老闵行,昆阳小区,121.3793786,31.00448266
3006,闵行,金汇,金汇花园一街坊,121.3794744,31.1890638
516,闵行,莘庄,银星小区,121.3795063,31.14096399
551,闵行,金汇,金坤花园,121.3796867,31.18527374
1093,嘉定,丰庄,真南小区,121.379877,31.25420943
2237,长宁,北新泾,新泾二村,121.379919,31.22101588
