行政区,街区,小区,经度,纬度,1000米内最近地铁站距离,1000米内最近公交车站距离,1000米内购物中心数量,1000米内公司数量,1000米内公园数量,1000米内医院数量
浦东,高行,森兰星河湾,121.6334602,31.32167187,1001,198,2,106,1,0
宝山,上大,绿地领海(商业类),121.3564889,31.32152712,1001,144,0,100,0,0
杨浦,中原,城市方园,121.528485,31.32143457,958,78,9,88,2,7
静安,彭浦,保德路425弄,121.4651443,31.32137072,902,182,0,95,2,1
宝山,高境,逸仙华庭,121.4890391,31.32124231,532,206,1,82,2,2
宝山,上大,祁连二村,121.384124,31.32069691,728,72,4,43,0,0
虹口,江湾镇,虹北公寓,121.4804195,31.32061786,574,95,2,100,3,2
虹口,江湾镇,墨翠里,121.476723,31.32058686,233,168,2,104,3,2
静安,彭浦,共康三村,121.4437863,31.32033536,1001,221,0,99,2,5
浦东,高行,中冶尚城,121.591281,31.320246,490,162,3,96,0,0
静安,彭浦,阳曲路470弄,121.452065,31.32016801,581,82,1,83,2,7
宝山,大场镇,绿地即客LOFT,121.416606,31.31997397,175,175,1,102,1,0
静安,彭浦,星纪花苑,121.453517,31.31978155,608,132,0,82,2,7
杨浦,中原,民星一村,121.5476316,31.31973983,871,129,0,87,9,4
静安,彭浦,临汾名城,121.4725497,31.31936841,186,24,2,90,2,3
嘉定,南翔,朗诗绿色街区,121.3249971,31.31915355,1001,128,1,82,1,0
虹口,江湾镇,红馥里,121.476694,31.31902984,228,207,2,99,3,2
杨浦,中原,体院小区,121.528335,31.31898056,994,234,8,85,1,7
宝山,上大,锦龙苑,121.385661,31.31877942,562,186,4,32,0,0
杨浦,中原,长海二村,121.5356495,31.31858269,379,272,7,74,3,11
静安,彭浦,平顺小区,121.4603519,31.31855523,798,123,0,78,1,7
浦东,高行,森兰自由度,121.593639,31.318508,217,170,3,77,1,0
宝山,上大,聚丰景都,121.3813599,31.31850556,774,204,2,35,1,0
静安,彭浦,临汾路1564弄,121.4431481,31.31826393,1001,130,0,98,1,7
嘉定,南翔,湖畔天下(别墅),121.311673,31.3182529,619,98,1,74,1,0
嘉定,南翔,湖畔天下一期,121.311673,31.3182529,619,98,1,74,1,0
杨浦,中原,民星路350弄,121.5476055,31.31820679,910,69,0,89,5,4
静安,彭浦,阳曲小区,121.46862,31.31817786,582,139,0,73,2,2
虹口,江湾镇,海尚逸苑,121.48674,31.3181329,894,44,1,104,2,2
宝山,上大,上大阳光乾静园,121.4136395,31.31789667,346,263,1,103,1,0
宝山,高境,三门路489弄,121.4992168,31.31783289,578,201,0,83,0,3
虹口,江湾镇,金枫里,121.481073,31.3176609,671,219,0,100,3,2
杨浦,中原,长海一村,121.5360987,31.31759226,437,273,6,73,3,11
静安,彭浦,临汾路1060弄,121.4518223,31.31757946,601,169,0,86,3,9
宝山,上大,祁连三村,121.3894156,31.3173059,408,138,4,33,0,0
杨浦,五角场,三门路358弄,121.4991995,31.31697805,506,185,0,86,0,1
宝山,上大,祁连欣苑,121.3839505,31.31684532,467,371,4,32,1,0
杨浦,五角场,建设公寓,121.4979956,31.3165635,563,96,0,83,0,1
嘉定,南翔,翔和雅苑1509弄,121.304528,31.31655887,921,152,1,98,0,0
嘉定,南翔,翔和雅苑,121.304528,31.31655887,921,152,1,98,0,0
静安,彭浦,泉灵小区,121.447495,31.31603111,799,103,0,98,3,10
静安,彭浦,临汾路1565弄,121.443824,31.31590146,1001,160,0,98,1,6
静安,彭浦,彭五小区,121.4602573,31.31586043,587,133,0,71,2,4
浦东,高行,高弘家苑,121.5914396,31.31578662,509,178,3,45,1,0
静安,彭浦,康悦亚洲花园,121.472846,31.31576186,471,122,0,84,1,3
杨浦,中原,翔殷三村,121.546326,31.3157,909,209,0,83,2,6
杨浦,中原,三门路48弄,121.4975638,31.31567433,550,99,0,86,1,1
杨浦,五角场,三门路510弄,121.497564,31.315674,550,99,0,86,1,1
虹口,江湾镇,江杨家园,121.4764878,31.31537832,525,230,0,93,2,2
嘉定,南翔,森林公馆,121.321683,31.3153558,854,160,2,27,1,0
嘉定,南翔,金地格林世界(城市公馆),121.3254167,31.31505277,1001,110,1,85,2,1
静安,彭浦,闻喜路251弄,121.4585532,31.31456896,374,95,0,78,2,5
静安,彭浦,临汾路1515弄,121.4439953,31.3142984,1001,323,0,98,1,4
嘉定,南翔,中建溪岸澜庭,121.3069127,31.31424865,616,159,1,67,0,0
杨浦,五角场,政立路545弄,121.508903,31.31388716,573,257,0,81,1,2
静安,彭浦,岭南路100弄,121.461873,31.313821,651,159,0,72,1,13
静安,彭浦,闻喜路1223弄,121.4487221,31.31366218,610,123,0,100,2,9
杨浦,五角场,政立路830弄,121.5004406,31.31355212,230,86,0,86,1,2
嘉定,南翔,金地格林世界(格林公馆),121.317149,31.313473,382,311,2,46,1,0
静安,彭浦,里昂公寓,121.4710996,31.31340951,776,194,0,80,1,3
杨浦,中原,黑山小区,121.5298979,31.31332027,853,60,11,73,1,10
静安,彭浦,临汾花园,121.4719671,31.3130528,783,107,0,81,1,3
宝山,大场镇,聚丰福邸,121.393028,31.313036,530,208,3,39,0,1
宝山,大场镇,美诗邸,121.390518,31.31297135,302,106,3,31,0,1
静安,彭浦,彭顺小区,121.4601386,31.31292322,478,163,0,86,1,4
杨浦,五角场,文化名园,121.4980612,31.31291296,464,179,0,84,1,1
浦东,高行,金地未未来,121.594133,31.312679,481,227,3,24,1,0
静安,彭浦,闻喜小区,121.453365,31.31257592,169,202,0,94,1,6
嘉定,南翔,三湘森林海尚(嘉定),121.3313268,31.31246539,1001,234,2,97,2,0
静安,彭浦,场中小区,121.45759,31.3122104,250,142,0,85,1,6
浦东,高行,新城碧翠,121.591111,31.312208,604,397,2,27,1,0
宝山,大场镇,乾溪二村,121.409873,31.31203386,997,158,1,92,1,0
虹口,江湾镇,梅福花苑,121.4722291,31.31163657,929,86,0,84,1,3
宝山,大场镇,乾溪新村,121.41722,31.311267,315,254,1,89,1,0
杨浦,五角场,财大小区,121.5132419,31.31119092,667,203,8,84,1,3
宝山,上大,保利熙悦名邸,121.378739,31.31054288,921,664,0,14,1,0
静安,永和,幸福第一公寓,121.4496037,31.31036609,595,167,0,103,2,4
嘉定,南翔,上海西环中心星信名邸,121.3093555,31.31022387,465,231,1,70,0,0
静安,永和,幸福新苑,121.452853,31.30985087,404,319,0,102,1,4
嘉定,南翔,玉宏星天地,121.334081,31.30983991,829,311,1,102,2,0
静安,永和,东寅公寓,121.4387408,31.3097705,1001,38,0,110,1,2
杨浦,黄兴公园,兰花教师公寓,121.542004,31.30959888,371,71,1,98,0,9
虹口,江湾镇,万峰小区,121.4800209,31.30949391,923,102,1,80,2,18
虹口,江湾镇,凉城路1201弄,121.4765681,31.30946768,747,104,0,84,1,2
虹口,江湾镇,学府花苑,121.4748631,31.30944917,702,66,0,89,1,2
静安,永和,幸福第二公寓,121.444942,31.30916888,1001,223,0,108,2,4
杨浦,五角场,国定路555弄,121.5121759,31.30880405,755,131,8,79,1,3
杨浦,黄兴公园,兰花新村,121.533122,31.308545,578,136,4,85,3,11
虹口,江湾镇,华进公寓,121.48981,31.3084781,364,126,0,91,1,1
虹口,江湾镇,文新小区,121.4869804,31.30840451,555,115,1,92,2,2
静安,大宁,粤秀名邸,121.4692027,31.30839787,714,221,1,88,1,2
虹口,江湾镇,宝鸿小区,121.4820965,31.30839232,971,109,1,83,2,1
杨浦,五角场,财富公寓,121.5247662,31.30799972,486,189,14,69,2,4
宝山,大场镇,上大阳光乾和园,121.408729,31.307835,1001,298,1,98,0,0
杨浦,黄兴公园,锦兰苑,121.533063,31.30765935,635,37,4,90,4,10
浦东,高行,紫翠苑,121.6198945,31.30750608,1001,306,1,82,0,1
杨浦,黄兴公园,杨浦欣园东区,121.5465258,31.30746712,861,260,0,87,0,3
杨浦,五角场,政旦东路30弄,121.523622,31.30744152,422,123,15,79,2,7
虹口,江湾镇,新海城,121.4918625,31.3073269,443,151,0,90,1,1
杨浦,黄兴公园,硕和国际,121.5338553,31.30723943,607,77,4,91,4,8
杨浦,五角场,复旦教师公寓,121.5140598,31.30701991,643,158,13,81,1,3
虹口,江湾镇,奎照路4弄,121.490635,31.306994,491,247,0,94,1,1
静安,永和,白玉兰馨园,121.437752,31.30677123,1001,280,0,106,0,2
虹口,江湾镇,万安公寓,121.4801314,31.30669811,726,271,1,80,2,1
浦东,高行,幸福小镇,121.6146266,31.30659961,1001,294,2,100,0,1
虹口,江湾镇,万安路979弄,121.4817725,31.30655588,855,157,1,83,2,1
嘉定,南翔,金地格林世界(卢尔公寓),121.3288477,31.30651338,362,156,2,62,2,0
杨浦,五角场,建新小区,121.517869,31.30649888,413,161,15,70,1,5
虹口,凉城,科兴公寓,121.4769828,31.30649718,482,62,1,77,1,1
虹口,凉城,佳伟小区,121.4799922,31.30624295,689,238,1,76,1,1
杨浦,黄兴公园,浣纱五村,121.5400267,31.30590912,460,100,1,89,3,4
虹口,凉城,华一小区,121.4770225,31.30537659,399,59,1,80,1,2
虹口,凉城,三湘花园,121.4719851,31.30520195,271,86,2,88,1,0
杨浦,黄兴公园,松花江路95弄,121.549851,31.305139,1001,185,0,93,0,6
杨浦,五角场,铁路新村(杨浦),121.5222517,31.30474478,145,125,16,85,1,3
杨浦,黄兴公园,佳木斯路185弄,121.5479293,31.3045659,842,208,0,90,0,6
杨浦,黄兴公园,远东一村,121.54555,31.30438086,628,85,1,78,1,6
嘉定,安亭,嘉宝新力梦之晴华庭,121.20341,31.30431984,584,491,0,47,0,0
浦东,高行,仁恒森兰雅苑(三期),121.599714,31.30427588,604,64,0,10,1,1
嘉定,江桥,江桥老街生活大院,121.1593351,31.30426912,1001,137,0,80,0,2
虹口,凉城,星苑小区,121.480916,31.30383389,693,190,1,80,1,1
静安,大宁,仁恒静安世纪,121.4604185,31.30371588,643,159,1,98,1,1
虹口,江湾镇,水电路1381弄,121.4838937,31.30370492,974,99,1,87,2,1
虹口,江湾镇,文治福邸,121.488919,31.30363488,894,219,1,103,1,0
浦东,高行,高行馨苑,121.620645,31.30356785,1001,193,2,93,0,1
静安,大宁,融创静安映,121.4624122,31.30342608,745,189,1,96,1,0
虹口,凉城,文苑小区(虹口),121.472886,31.303378,75,173,2,90,1,1
虹口,凉城,文华苑(虹口),121.4711721,31.30317418,236,275,2,96,1,1
杨浦,黄兴公园,松花江路105号,121.5494187,31.30284957,932,87,0,96,0,6
浦东,高行,迎亭公寓,121.611907,31.302815,1001,126,2,91,0,1
虹口,凉城,车站北路491弄,121.480701,31.302718,671,176,1,78,1,1
虹口,凉城,复旦小区,121.4841544,31.30258969,978,62,1,90,1,1
虹口,江湾镇,新申小区,121.4864823,31.30248438,866,98,1,94,1,0
杨浦,控江路,延吉东路1弄,121.549431,31.302295,928,26,1,96,0,6
静安,大宁,象屿大宁悦府,121.4680979,31.30216429,540,132,1,87,1,0
虹口,凉城,凉东小区,121.4796436,31.30197407,585,159,1,83,1,1
嘉定,南翔,中冶祥腾城市广场,121.3287192,31.30181331,141,111,3,48,2,1
静安,永和,永和教师苑,121.4382191,31.30179712,1001,142,0,88,1,2
虹口,江湾镇,新市家园,121.488215,31.301779,745,84,1,100,1,25
杨浦,控江路,延吉东路115弄,121.5520354,31.30164971,1001,219,0,100,1,5
宝山,大华,南秀雅苑,121.39948,31.301643,894,227,0,78,0,0
杨浦,黄兴公园,松花一村,121.5476319,31.30123926,757,187,2,94,3,6
浦东,高行,东沟七村,121.583154,31.301203,1001,253,0,69,1,0
静安,永和,永和三村,121.4362462,31.30112379,1001,165,0,85,1,2
浦东,高行,仁恒森兰雅苑(一期),121.5992878,31.3010873,500,176,0,22,0,1
嘉定,南翔,德华二村,121.3159694,31.30108498,1001,171,1,91,0,2
浦东,高行,仁恒森兰雅苑(二期),121.5976891,31.30086414,400,130,0,26,0,1
宝山,大华,祁秀雅苑,121.395908,31.300532,550,217,0,48,0,0
虹口,凉城,锦苑小区(虹口),121.475867,31.30039491,377,244,2,84,1,3
杨浦,五角场,政肃路45弄,121.5145544,31.30005149,601,89,8,78,2,1
虹口,凉城,车站南路407弄,121.4802969,31.29996641,727,109,1,81,1,1
浦东,高行,浦江东旭公寓(669弄1-109号),121.593025,31.299957,390,248,0,31,2,1
杨浦,黄兴公园,长白二村,121.5364251,31.29944186,403,312,4,88,5,2
虹口,江湾镇,新一小区,121.4872273,31.29935261,519,125,1,91,2,3
杨浦,黄兴公园,长白新城,121.5487295,31.29932893,884,173,2,102,2,6
虹口,凉城,广粤公寓,121.4731435,31.2991998,449,257,3,94,1,3
杨浦,五角场,四平路2100弄,121.5194652,31.2991735,516,57,14,79,1,1
杨浦,控江路,延吉东路137弄,121.5513776,31.29915128,1001,17,2,107,1,5
虹口,江湾镇,吴家湾路101弄,121.4910215,31.29902932,441,283,1,92,1,4
杨浦,黄兴公园,延吉东路130弄,121.5510936,31.29901737,1001,14,2,105,2,5
静安,大宁,静安府西区,121.448192,31.29894239,793,156,0,92,2,0
嘉定,南翔,民主街24弄,121.3195323,31.2987807,844,21,3,92,0,3
杨浦,黄兴公园,华美达公寓,121.5259318,31.29876813,718,48,11,83,3,2
宝山,大华,中环一号(一期),121.4103008,31.29873859,1001,177,1,88,0,0
普陀,桃浦,安居金祁新城,121.3916185,31.29858246,159,147,0,33,0,0
宝山,大华,梧桐城邦三期,121.4190581,31.29846119,394,284,1,74,0,1
杨浦,五角场,北茶园,121.5234905,31.29839354,640,143,12,97,2,0
静安,永和,永和东村,121.438723,31.29830419,1001,178,0,79,1,1
虹口,曲阳,花江公寓,121.5062621,31.29825866,393,191,1,96,2,4
杨浦,五角场,国顺路310弄,121.5180442,31.29819699,364,118,10,75,2,1
静安,永和,永和二村,121.435704,31.298186,1001,160,0,105,1,2
浦东,高行,新高苑(二期),121.6302214,31.29791435,267,157,0,55,2,0
杨浦,黄兴公园,伊格尔公寓,121.5408112,31.29788341,387,177,2,82,5,6
虹口,凉城,凉城三村,121.478689,31.29774896,773,249,4,82,1,3
虹口,江湾镇,三九大厦,121.4918642,31.29767992,340,126,1,95,1,6
杨浦,黄兴公园,公园3000黄兴花园,121.5306158,31.29757046,980,175,3,88,4,0
虹口,江湾镇,枫叶公寓,121.4888922,31.29756467,274,130,1,94,1,4
嘉定,南翔,世盟壹天地,121.326787,31.297461,376,76,3,81,3,12
宝山,大华,大华碧云天,121.401857,31.29745158,909,101,0,63,0,0
普陀,桃浦,安达家园,121.3492015,31.29729823,1001,212,0,99,1,0
嘉定,南翔,民主街32弄,121.314868,31.29694585,1001,92,2,99,0,2
杨浦,黄兴公园,延吉五村,121.5440661,31.29685058,369,121,2,83,5,6
杨浦,中原,殷行一、二村,121.5195765,31.296835,317,222,7,105,3,2
杨浦,黄兴公园,延吉七村,121.5394779,31.29675161,315,314,2,83,5,8
嘉定,安亭,V6时代新源商务楼,121.1648685,31.29671342,442,290,4,85,0,0
嘉定,南翔,同盛公寓,121.320394,31.29662887,861,186,4,91,0,3
杨浦,五角场,南茶园,121.5247185,31.29656207,755,61,7,88,3,1
杨浦,黄兴公园,靖宇东路85弄,121.5475821,31.29650985,632,120,2,96,2,6
杨浦,五角场,国顺路300弄,121.5204499,31.29646518,366,284,7,101,3,1
杨浦,黄兴公园,东方蓝海国际广场,121.527454,31.29641789,911,163,5,82,4,1
虹口,江湾镇,新电小区,121.4881001,31.2963858,204,116,3,105,1,4
浦东,高行,绿地崴廉公寓,121.620222,31.29627889,1001,296,2,95,2,1
普陀,桃浦,安居锦竹苑,121.3542338,31.29617258,974,123,1,83,1,0
杨浦,黄兴公园,延吉六村,121.5429175,31.29613401,238,124,2,81,5,7
杨浦,五角场,林绿家园,121.5189793,31.29606705,222,159,6,93,3,1
浦东,高行,新高苑(四期),121.62647,31.2960129,522,28,2,44,2,0
虹口,曲阳,松花小区,121.5067207,31.29573835,674,301,1,59,2,2
虹口,曲阳,运光小区,121.502487,31.29568891,771,98,1,77,2,4
虹口,凉城,景明大厦,121.489018,31.2954989,77,87,4,107,1,5
宝山,大华,梧桐城邦(一期),121.4190928,31.29540981,602,148,1,78,0,2
宝山,大华,梧桐城邦(二期),121.4171825,31.29532449,733,107,1,81,0,1
宝山,大华,中环一号五期（欧泊花郡）,121.4055097,31.29527882,887,322,1,65,0,0
静安,大宁,明园森林都市,121.460433,31.2951469,563,111,1,88,1,1
静安,大宁,大宁揽翠艺墅,121.463893,31.2951449,818,118,2,94,1,3
虹口,凉城,秀苑小区,121.47631,31.29501584,507,132,4,81,1,4
普陀,桃浦,桃浦十村（紫藤苑小区白丽路701弄）,121.3497062,31.29497472,1001,156,2,99,1,0
宝山,大华,中环一号二期（琉樽尚品）,121.4086452,31.29487799,1001,213,1,86,0,1
杨浦,黄兴公园,长白三村,121.5455613,31.29484111,398,143,2,87,6,5
静安,大宁,悦公馆(永和东路),121.4588066,31.2947305,518,139,0,87,1,1
静安,大宁,粤秀苑,121.4667401,31.29467001,595,166,2,102,1,3
浦东,高行,森兰名轩(二期),121.599587,31.29464486,457,221,0,38,0,2
虹口,凉城,广中扩大小区,121.4779676,31.29459371,613,150,4,87,0,3
嘉定,南翔,骏丰嘉骊花园,121.3246089,31.29455892,755,142,3,93,0,2
虹口,曲阳,巴林路60弄,121.5019352,31.29450407,912,80,1,94,2,5
杨浦,黄兴公园,双花公寓,121.5337379,31.29401406,728,167,6,84,6,2
虹口,曲阳,八一小区,121.498771,31.29399547,867,123,2,86,1,7
杨浦,控江路,延吉东路555弄,121.547128,31.293975,547,135,2,90,5,4
虹口,凉城,灵新小区,121.4859254,31.29396484,389,175,3,109,1,6
虹口,曲阳,巴林苑,121.5008507,31.2938742,1001,76,1,85,2,6
嘉定,南翔,博威禧福汇,121.328483,31.293843,756,169,3,96,5,1
杨浦,五角场,市益大楼,121.5238941,31.29383216,504,27,4,101,2,4
杨浦,控江路,控江路1200弄,121.5523642,31.29379328,1001,155,2,106,2,3
静安,阳城,永和苑,121.4422595,31.29361461,1001,240,2,87,1,0
浦东,曹路,海尚东苑,121.6816832,31.29354626,758,134,1,38,0,0
杨浦,黄兴公园,控江五村,121.5366173,31.29349226,465,161,4,92,8,3
嘉定,安亭,嘉实上城名都(公寓),121.2269701,31.29329863,1001,256,2,112,0,0
普陀,桃浦,桃浦十村（紫藤苑小区银杏路120弄）,121.3518665,31.29312066,736,139,2,85,1,0
浦东,高行,东力新村,121.634271,31.293097,392,183,0,19,1,0
嘉定,南翔,祥源福邸,121.3276125,31.29307298,842,116,3,95,5,1
虹口,凉城,曲阳名邸,121.4881229,31.2930699,283,296,3,113,1,6
静安,大宁,大宁金茂府,121.4628567,31.29283253,892,140,1,91,0,3
普陀,桃浦,桃浦七村雪松苑,121.3597539,31.29265918,668,131,2,76,0,0
虹口,凉城,中山北一路805号,121.4901894,31.2925329,300,299,3,104,1,7
宝山,大华,好旺花苑,121.4211104,31.29238285,656,325,2,81,1,2
杨浦,黄兴公园,延吉三村,121.5429416,31.29236302,273,78,3,88,8,34
杨浦,黄兴公园,延吉二村,121.5435101,31.29234675,307,84,2,86,8,6
杨浦,五角场,益华小区,121.5232163,31.29232476,325,166,4,100,3,1
杨浦,黄兴公园,福阳大厦,121.5289522,31.29209232,692,322,4,96,2,3
杨浦,鞍山,鼎盛公寓,121.5125633,31.29203932,428,308,1,70,2,1
嘉定,南翔,泰翔嘉苑,121.3202017,31.29203716,1001,104,2,92,0,3
嘉定,南翔,翔华新村,121.312635,31.29192384,1001,350,1,111,0,2
虹口,凉城,中虹花园丽都苑,121.4752216,31.29171416,287,192,3,85,1,4
杨浦,周家嘴路,沈家桥小区,121.5608825,31.29156374,595,84,0,99,2,0
嘉定,南翔,好世凤翔苑,121.3293986,31.29130351,1001,143,2,101,5,1
浦东,金桥,晶波坊,121.586373,31.291281,299,237,0,70,1,3
虹口,凉城,中虹花园虹韵家园,121.4734925,31.29098583,171,158,4,85,1,4
杨浦,黄兴公园,控江四村,121.531555,31.29091192,759,276,4,100,4,3
青浦,白鹤,绿地启航城,121.1292551,31.29088268,1001,373,0,0,0,0
静安,阳城,阳城贵都,121.4325346,31.29071126,446,59,3,78,2,2
宝山,大华,玉华苑,121.4158659,31.29068596,1001,174,1,60,2,1
杨浦,周家嘴路,内江一村,121.5482196,31.29065047,773,182,3,88,7,3
杨浦,黄兴公园,控江六村,121.536623,31.2906119,621,101,5,108,10,2
虹口,凉城,友谊二村,121.484797,31.2905599,564,179,2,98,1,6
杨浦,周家嘴路,中环和乐苑,121.5619233,31.29035184,504,217,0,100,1,0
嘉定,南翔,季景铭郡,121.325367,31.290156,1001,24,2,93,1,1
嘉定,安亭,尚都国际酒店公寓,121.1802136,31.28989837,695,146,1,81,1,0
杨浦,控江路,控江路888弄,121.5402243,31.28984645,521,169,4,102,9,2
杨浦,黄兴公园,控江二村107弄小区,121.5341599,31.28980865,570,243,5,109,8,2
静安,阳城,阳城花园,121.4297324,31.28972703,234,91,3,77,1,2
静安,彭浦,康平小区,121.446738,31.28963939,864,137,3,73,4,0
杨浦,控江路,隆昌路718弄,121.5436034,31.28960961,576,13,4,97,9,3
宝山,大华,大华三村二街坊,121.4243462,31.28924324,392,127,3,84,3,2
普陀,桃浦,桃浦三村白丽苑,121.3560059,31.28920497,184,104,2,84,1,0
浦东,高行,东源名都,121.6204408,31.289083,441,114,1,97,3,3
虹口,曲阳,赤峰小区,121.500053,31.28899791,803,205,2,103,1,9
杨浦,鞍山,彰武路120弄,121.519683,31.28899127,257,142,4,65,3,2
浦东,高行,证大家园(二期),121.607179,31.28877889,392,160,1,90,2,3
普陀,桃浦,桃浦三村和乐苑,121.3537913,31.28875459,253,131,2,89,1,0
杨浦,周家嘴路,中环和润苑,121.5619349,31.28858911,344,159,0,100,1,0
宝山,大华,康泰新城,121.411184,31.28847184,1001,218,0,53,2,1
浦东,曹路,星海家园,121.685589,31.288361,1001,123,1,28,0,0
静安,大宁,慧芝湖花园（三期）,121.463752,31.28832156,586,66,2,82,1,4
